GrantId,PersonID,Role,YearofBirth,CountryofBirth,HomeLanguage,DeptNo,FacultyNo,WithPHD,NoofYearsinUniatTimeofGrant,NumberofSuccessfulGrant,NumberofUnsuccessfulGrant,A*,A,B,C
5514.0,31067.0,CHIEF_INVESTIGATOR,1960.0,Great Britain,,3098.0,31.0,Yes ,>=0 to 5,0.0,1.0,4.0,7.0,3.0,3.0
5515.0,166802.0,CHIEF_INVESTIGATOR,1970.0,Australia,,3273.0,31.0,Yes ,>=0 to 5,1.0,1.0,10.0,7.0,4.0,1.0
5515,255582.0,CHIEF_INVESTIGATOR,1975.0,Australia,English,2163.0,19.0,Yes ,>=0 to 5,1.0,4.0,0.0,0.0,0.0,0.0
5515,722802.0,CHIEF_INVESTIGATOR,1965.0,Asia Pacific,,3098.0,31.0,Yes ,>=0 to 5,1.0,1.0,0.0,3.0,3.0,1.0
5516.0,62872.0,CHIEF_INVESTIGATOR,1950.0,Great Britain,,528.0,7.0,Yes ,more than 15,1.0,1.0,0.0,4.0,2.0,2.0
5517.0,880477.0,CHIEF_INVESTIGATOR,1950.0,,,2983.0,187.0,,>=0 to 5,0.0,0.0,1.0,0.0,0.0,0.0
5517,282232.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2983.0,187.0,,>=0 to 5,0.0,1.0,0.0,0.0,0.0,0.0
5518.0,68587.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2523.0,25.0,Yes ,>10 to 15,4.0,6.0,2.0,2.0,2.0,7.0
5518,63492.0,CHIEF_INVESTIGATOR,1945.0,Australia,,2523.0,25.0,,Less than 0,0.0,3.0,0.0,0.0,0.0,0.0
5519.0,31457.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2153.0,19.0,,Less than 0,2.0,1.0,4.0,1.0,3.0,0.0
5520.0,92927.0,CHIEF_INVESTIGATOR,1965.0,Middle East and Africa,,3658.0,22.0,Yes ,>=0 to 5,0.0,3.0,1.0,0.0,4.0,1.0
5521.0,10387.0,CHIEF_INVESTIGATOR,1950.0,Australia,,1038.0,1.0,Yes ,>10 to 15,2.0,3.0,2.0,8.0,21.0,2.0
5522.0,70487.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2853.0,25.0,,,2.0,3.0,2.0,6.0,5.0,7.0
5522,27282.0,CHIEF_INVESTIGATOR,1970.0,Great Britain,,2853.0,25.0,Yes ,>=0 to 5,0.0,0.0,0.0,0.0,0.0,0.0
5522,106252.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2853.0,25.0,Yes ,Less than 0,1.0,0.0,0.0,2.0,4.0,2.0
5523.0,1382.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2053.0,19.0,Yes ,>=0 to 5,4.0,1.0,1.0,2.0,0.0,0.0
5524.0,73717.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2558.0,25.0,Yes ,>=0 to 5,0.0,6.0,0.0,0.0,3.0,0.0
5524,716572.0,CHIEF_INVESTIGATOR,1980.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
5525.0,35382.0,DELEGATED_RESEARCHER,1970.0,Australia,,2103.0,19.0,,Less than 0,1.0,1.0,8.0,12.0,2.0,0.0
5526.0,67467.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2828.0,25.0,,>5 to 10,3.0,1.0,3.0,4.0,4.0,0.0
5527.0,27192.0,CHIEF_INVESTIGATOR,1970.0,Australia,,653.0,7.0,Yes ,>5 to 10,3.0,2.0,5.0,0.0,0.0,0.0
5528.0,27192.0,CHIEF_INVESTIGATOR,1970.0,Australia,,653.0,7.0,Yes ,>5 to 10,3.0,2.0,5.0,0.0,0.0,0.0
5528,39637.0,CHIEF_INVESTIGATOR,1975.0,Australia,,653.0,7.0,,,0.0,1.0,0.0,0.0,0.0,0.0
5529.0,72702.0,CHIEF_INVESTIGATOR,1950.0,Western Europe,,828.0,7.0,Yes ,more than 15,0.0,1.0,0.0,1.0,1.0,1.0
5529,284257.0,CHIEF_INVESTIGATOR,1960.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
5530.0,497907.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2578.0,25.0,Yes ,>=0 to 5,0.0,0.0,3.0,1.0,1.0,0.0
5530,79057.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2603.0,25.0,,>5 to 10,2.0,0.0,0.0,0.0,0.0,0.0
5530,44697.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2603.0,25.0,,>5 to 10,3.0,4.0,1.0,3.0,0.0,0.0
5531.0,32907.0,CHIEF_INVESTIGATOR,1965.0,Western Europe,Other,1678.0,13.0,Yes ,>5 to 10,1.0,0.0,0.0,3.0,12.0,2.0
5531,119322.0,CHIEF_INVESTIGATOR,1970.0,Asia Pacific,,1678.0,13.0,,,1.0,0.0,0.0,0.0,0.0,0.0
5531,67317.0,CHIEF_INVESTIGATOR,1950.0,Australia,,1578.0,13.0,,more than 15,0.0,1.0,0.0,14.0,29.0,4.0
5533.0,1387.0,CHIEF_INVESTIGATOR,1945.0,Australia,,1528.0,13.0,,Less than 0,1.0,2.0,1.0,1.0,20.0,15.0
5534.0,67077.0,CHIEF_INVESTIGATOR,1955.0,Western Europe,Other,2163.0,19.0,Yes ,more than 15,0.0,1.0,0.0,1.0,0.0,0.0
5534,2277.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2163.0,19.0,Yes ,>5 to 10,0.0,1.0,0.0,2.0,4.0,2.0
5535.0,80382.0,CHIEF_INVESTIGATOR,1950.0,Australia,,3258.0,31.0,Yes ,more than 15,0.0,0.0,4.0,8.0,3.0,0.0
5535,30827.0,CHIEF_INVESTIGATOR,1950.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
5535,80392.0,CHIEF_INVESTIGATOR,1945.0,Australia,,3258.0,31.0,Yes ,more than 15,0.0,2.0,12.0,14.0,3.0,0.0
5536.0,44852.0,CHIEF_INVESTIGATOR,1965.0,Australia,,3098.0,31.0,Yes ,>=0 to 5,1.0,2.0,0.0,0.0,1.0,0.0
5537.0,77077.0,CHIEF_INVESTIGATOR,1955.0,Australia,,528.0,7.0,Yes ,>5 to 10,0.0,2.0,0.0,11.0,4.0,0.0
5537,6397.0,CHIEF_INVESTIGATOR,1960.0,Great Britain,English,828.0,7.0,Yes ,>10 to 15,1.0,1.0,0.0,0.0,0.0,0.0
5538.0,63222.0,CHIEF_INVESTIGATOR,1950.0,Australia,,653.0,7.0,Yes ,more than 15,1.0,0.0,5.0,2.0,0.0,0.0
5538,24577.0,CHIEF_INVESTIGATOR,1965.0,Australia,,653.0,7.0,Yes ,>5 to 10,1.0,2.0,0.0,0.0,0.0,0.0
5539.0,72562.0,CHIEF_INVESTIGATOR,1970.0,North America,,593.0,7.0,Yes ,>5 to 10,0.0,2.0,3.0,5.0,0.0,0.0
5540.0,72087.0,CHIEF_INVESTIGATOR,1945.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
5540,22807.0,CHIEF_INVESTIGATOR,1955.0,Australia,,3508.0,4.0,Yes ,>5 to 10,0.0,2.0,0.0,0.0,0.0,0.0
5541.0,314557.0,CHIEF_INVESTIGATOR,1960.0,Australia,,528.0,7.0,,,0.0,1.0,0.0,3.0,3.0,1.0
5541,589517.0,CHIEF_INVESTIGATOR,1950.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
5542.0,31512.0,CHIEF_INVESTIGATOR,1965.0,Middle East and Africa,,3198.0,31.0,,,0.0,1.0,2.0,2.0,1.0,0.0
5543.0,11602.0,CHIEF_INVESTIGATOR,1955.0,Western Europe,,3508.0,4.0,Yes ,>5 to 10,0.0,2.0,2.0,2.0,1.0,0.0
5543,22422.0,CHIEF_INVESTIGATOR,1960.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
5543,876222.0,CHIEF_INVESTIGATOR,1955.0,Asia Pacific,,3508.0,4.0,Yes ,>=0 to 5,0.0,0.0,1.0,13.0,3.0,0.0
5545.0,123092.0,CHIEF_INVESTIGATOR,1970.0,Western Europe,,3028.0,31.0,Yes ,>=0 to 5,0.0,2.0,16.0,6.0,3.0,0.0
5546.0,9857.0,CHIEF_INVESTIGATOR,1960.0,Asia Pacific,,2053.0,19.0,Yes ,>10 to 15,0.0,3.0,10.0,13.0,8.0,0.0
5546,69497.0,CHIEF_INVESTIGATOR,1930.0,Australia,,2053.0,19.0,,>=0 to 5,0.0,0.0,0.0,0.0,0.0,0.0
5547.0,82312.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2298.0,46.0,,,0.0,1.0,0.0,1.0,1.0,2.0
5547,47947.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2298.0,46.0,Yes ,>=0 to 5,0.0,0.0,0.0,0.0,0.0,0.0
5547,18362.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2298.0,46.0,,>=0 to 5,0.0,0.0,0.0,2.0,1.0,1.0
5547,23972.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2298.0,46.0,Yes ,>5 to 10,0.0,0.0,0.0,1.0,2.0,0.0
5548.0,70682.0,CHIEF_INVESTIGATOR,1960.0,Australia,,3198.0,31.0,Yes ,more than 15,3.0,2.0,13.0,3.0,6.0,2.0
5549.0,15047.0,CHIEF_INVESTIGATOR,1965.0,,,,,,,0.0,0.0,0.0,1.0,5.0,2.0
5549,34677.0,CHIEF_INVESTIGATOR,1955.0,North America,,3658.0,22.0,,>5 to 10,1.0,0.0,0.0,0.0,0.0,0.0
5550.0,46772.0,CHIEF_INVESTIGATOR,1970.0,Australia,,3098.0,31.0,Yes ,>=0 to 5,1.0,0.0,2.0,16.0,2.0,15.0
5551.0,111402.0,CHIEF_INVESTIGATOR,1965.0,Australia,,1258.0,34.0,,Less than 0,1.0,2.0,1.0,2.0,3.0,1.0
5552.0,11302.0,CHIEF_INVESTIGATOR,1970.0,Australia,,593.0,7.0,Yes ,>=0 to 5,0.0,2.0,0.0,2.0,1.0,0.0
5553.0,93892.0,CHIEF_INVESTIGATOR,1970.0,Australia,,3658.0,22.0,,,1.0,0.0,3.0,0.0,2.0,0.0
5554.0,64332.0,CHIEF_INVESTIGATOR,1955.0,Australia,,3708.0,10.0,Yes ,more than 15,0.0,2.0,5.0,8.0,3.0,1.0
5554,13512.0,CHIEF_INVESTIGATOR,1960.0,Australia,English,3708.0,10.0,Yes ,>5 to 10,0.0,1.0,0.0,0.0,1.0,0.0
5555.0,91387.0,CHIEF_INVESTIGATOR,1960.0,Australia,,593.0,7.0,Yes ,Less than 0,1.0,1.0,1.0,0.0,1.0,0.0
5556.0,31067.0,CHIEF_INVESTIGATOR,1960.0,Great Britain,,3098.0,31.0,Yes ,>=0 to 5,0.0,1.0,4.0,7.0,3.0,3.0
5557.0,101042.0,CHIEF_INVESTIGATOR,1940.0,Australia,,653.0,7.0,,>=0 to 5,0.0,1.0,0.0,0.0,0.0,0.0
5558.0,64522.0,CHIEF_INVESTIGATOR,1955.0,Australia,,3098.0,31.0,Yes ,more than 15,2.0,0.0,6.0,10.0,7.0,0.0
5559.0,1982.0,CHIEF_INVESTIGATOR,1960.0,Australia,,3258.0,31.0,Yes ,>10 to 15,0.0,3.0,8.0,7.0,1.0,1.0
5560.0,14112.0,CHIEF_INVESTIGATOR,1975.0,Australia,,3048.0,31.0,,Less than 0,0.0,2.0,5.0,1.0,2.0,1.0
5561.0,43852.0,CHIEF_INVESTIGATOR,1975.0,Australia,,1033.0,1.0,Yes ,>5 to 10,0.0,0.0,0.0,1.0,4.0,1.0
5561,144477.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,English,1033.0,1.0,Yes ,>=0 to 5,3.0,3.0,0.0,0.0,0.0,0.0
5562.0,14152.0,CHIEF_INVESTIGATOR,1975.0,Australia,,3198.0,31.0,Yes ,>=0 to 5,2.0,1.0,26.0,9.0,1.0,0.0
5562,885632.0,CHIEF_INVESTIGATOR,1960.0,Australia,,3198.0,31.0,,Less than 0,0.0,0.0,0.0,0.0,0.0,0.0
5563.0,14187.0,CHIEF_INVESTIGATOR,1955.0,Australia,,498.0,7.0,Yes ,more than 15,1.0,0.0,1.0,4.0,0.0,0.0
5563,415357.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2298.0,46.0,Yes ,>=0 to 5,2.0,0.0,0.0,0.0,0.0,0.0
5564.0,71442.0,CHIEF_INVESTIGATOR,1965.0,Australia,,1098.0,1.0,Yes ,>=0 to 5,2.0,2.0,0.0,1.0,3.0,1.0
5564,111192.0,CHIEF_INVESTIGATOR,1965.0,Western Europe,Other,1098.0,1.0,Yes ,>=0 to 5,0.0,7.0,0.0,0.0,0.0,0.0
5565.0,44022.0,CHIEF_INVESTIGATOR,1965.0,Australia,,3508.0,4.0,,,1.0,7.0,0.0,0.0,6.0,1.0
5565,500307.0,CHIEF_INVESTIGATOR,1960.0,,,3508.0,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0
5566.0,690307.0,CHIEF_INVESTIGATOR,1980.0,Great Britain,,2053.0,19.0,Yes ,>=0 to 5,1.0,2.0,0.0,4.0,1.0,0.0
5567.0,69517.0,PRINCIPAL_SUPERVISOR,1950.0,Australia,English,1258.0,34.0,Yes ,more than 15,1.0,3.0,8.0,6.0,10.0,46.0
5568.0,44782.0,CHIEF_INVESTIGATOR,1955.0,Western Europe,,593.0,7.0,,>=0 to 5,0.0,1.0,0.0,1.0,1.0,2.0
5569.0,15632.0,CHIEF_INVESTIGATOR,1965.0,,,,,,,0.0,0.0,7.0,0.0,4.0,4.0
5569,76812.0,CHIEF_INVESTIGATOR,1970.0,Australia,English,2578.0,25.0,Yes ,Less than 0,0.0,2.0,0.0,0.0,0.0,0.0
5569,16227.0,CHIEF_INVESTIGATOR,1960.0,Great Britain,,3273.0,31.0,Yes ,>5 to 10,2.0,1.0,7.0,1.0,8.0,5.0
5570.0,35547.0,CHIEF_INVESTIGATOR,1960.0,Asia Pacific,,2163.0,19.0,Yes ,>=0 to 5,0.0,2.0,0.0,1.0,2.0,0.0
5570,66107.0,CHIEF_INVESTIGATOR,1960.0,New Zealand,,2163.0,19.0,Yes ,more than 15,2.0,0.0,0.0,0.0,0.0,0.0
5571.0,82427.0,CHIEF_INVESTIGATOR,1955.0,Australia,,653.0,7.0,,more than 15,2.0,5.0,0.0,1.0,0.0,4.0
5571,63187.0,CHIEF_INVESTIGATOR,1955.0,Australia,,653.0,7.0,Yes ,more than 15,1.0,0.0,0.0,0.0,0.0,0.0
5572.0,746152.0,CHIEF_INVESTIGATOR,1950.0,Australia,,3098.0,31.0,Yes ,>=0 to 5,1.0,0.0,79.0,33.0,12.0,11.0
5573.0,70322.0,CHIEF_INVESTIGATOR,1945.0,Eastern Europe,,2298.0,46.0,Yes ,more than 15,1.0,4.0,0.0,0.0,7.0,12.0
5574.0,45032.0,CHIEF_INVESTIGATOR,1975.0,Australia,English,3268.0,31.0,Yes ,,0.0,0.0,7.0,6.0,1.0,0.0
5574,71727.0,CHIEF_INVESTIGATOR,1955.0,Great Britain,English,3268.0,31.0,Yes ,more than 15,2.0,2.0,0.0,0.0,0.0,0.0
5575.0,7037.0,CHIEF_INVESTIGATOR,1970.0,Australia,,978.0,25.0,Yes ,>5 to 10,0.0,1.0,0.0,1.0,0.0,1.0
5576.0,66732.0,CHIEF_INVESTIGATOR,1970.0,Australia,English,2053.0,19.0,Yes ,>10 to 15,2.0,2.0,6.0,6.0,7.0,4.0
5576,17342.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2828.0,25.0,Yes ,>=0 to 5,1.0,19.0,0.0,0.0,0.0,0.0
5576,25597.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2828.0,25.0,,>5 to 10,0.0,0.0,2.0,2.0,1.0,2.0
5576,3692.0,CHIEF_INVESTIGATOR,1945.0,Australia,,2828.0,25.0,,Less than 0,2.0,2.0,4.0,11.0,13.0,21.0
5577.0,23452.0,CHIEF_INVESTIGATOR,1970.0,The Americas,English,2253.0,19.0,Yes ,>5 to 10,1.0,2.0,0.0,4.0,6.0,0.0
5577,115417.0,CHIEF_INVESTIGATOR,1965.0,Western Europe,Other,2253.0,19.0,Yes ,>=0 to 5,1.0,6.0,0.0,0.0,0.0,0.0
5578.0,116157.0,CHIEF_INVESTIGATOR,1950.0,,,,,,,0.0,0.0,3.0,3.0,13.0,4.0
5578,70602.0,DELEGATED_RESEARCHER,1965.0,Australia,,2523.0,25.0,Yes ,>5 to 10,1.0,0.0,0.0,0.0,0.0,0.0
5580.0,599277.0,CHIEF_INVESTIGATOR,1975.0,Western Europe,,1578.0,13.0,Yes ,>=0 to 5,1.0,0.0,0.0,0.0,0.0,0.0
5581.0,72447.0,CHIEF_INVESTIGATOR,1950.0,Australia,,3198.0,31.0,Yes ,>10 to 15,4.0,2.0,6.0,27.0,4.0,0.0
5582.0,46587.0,CHIEF_INVESTIGATOR,1980.0,Australia,,1033.0,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0
5583.0,40797.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2713.0,25.0,Yes ,>=0 to 5,1.0,3.0,3.0,4.0,1.0,0.0
5583,82547.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2713.0,25.0,,more than 15,4.0,6.0,0.0,0.0,0.0,0.0
5584.0,14267.0,CHIEF_INVESTIGATOR,1960.0,Asia Pacific,,2178.0,19.0,Yes ,>5 to 10,1.0,4.0,3.0,2.0,8.0,7.0
5584,131527.0,CHIEF_INVESTIGATOR,1975.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
5585.0,57272.0,CHIEF_INVESTIGATOR,1975.0,North America,,2053.0,19.0,Yes ,>=0 to 5,4.0,2.0,8.0,9.0,2.0,0.0
5585,73082.0,CHIEF_INVESTIGATOR,1955.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
5585,80062.0,CHIEF_INVESTIGATOR,1950.0,Australia,,3098.0,31.0,,Less than 0,1.0,2.0,14.0,8.0,2.0,0.0
5587.0,39457.0,CHIEF_INVESTIGATOR,1960.0,Australia,,3123.0,31.0,Yes ,>=0 to 5,1.0,3.0,0.0,3.0,5.0,2.0
5588.0,66047.0,CHIEF_INVESTIGATOR,1955.0,Australia,,3198.0,31.0,Yes ,more than 15,4.0,1.0,90.0,34.0,22.0,2.0
5589.0,4302.0,CHIEF_INVESTIGATOR,1965.0,Australia,,3198.0,31.0,Yes ,>10 to 15,5.0,5.0,2.0,10.0,10.0,10.0
5589,5382.0,CHIEF_INVESTIGATOR,1965.0,Asia Pacific,,3198.0,31.0,,,2.0,0.0,0.0,0.0,0.0,0.0
5589,80332.0,CHIEF_INVESTIGATOR,1930.0,,,,,,,0.0,0.0,1.0,6.0,4.0,4.0
5590.0,82312.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2298.0,46.0,,,0.0,1.0,0.0,1.0,1.0,2.0
5590,77337.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2298.0,46.0,Yes ,>5 to 10,0.0,2.0,0.0,0.0,0.0,0.0
5590,82227.0,CHIEF_INVESTIGATOR,1955.0,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0
5591.0,487812.0,CHIEF_INVESTIGATOR,1965.0,Western Europe,Other,2163.0,19.0,Yes ,>=0 to 5,0.0,1.0,0.0,2.0,3.0,0.0
5591,147502.0,CHIEF_INVESTIGATOR,1970.0,Great Britain,English,2253.0,19.0,Yes ,>=0 to 5,1.0,6.0,0.0,0.0,0.0,0.0
5592.0,38492.0,CHIEF_INVESTIGATOR,1980.0,Australia,,803.0,7.0,,>=0 to 5,0.0,2.0,1.0,0.0,0.0,0.0
5593.0,72432.0,CHIEF_INVESTIGATOR,1955.0,Australia,,3048.0,31.0,,Less than 0,1.0,2.0,15.0,1.0,4.0,1.0
5594.0,488862.0,CHIEF_INVESTIGATOR,1975.0,Australia,English,1258.0,34.0,,Less than 0,1.0,2.0,0.0,0.0,1.0,3.0
5594,37662.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2628.0,25.0,Yes ,>5 to 10,1.0,1.0,0.0,0.0,0.0,0.0
5595.0,30707.0,CHIEF_INVESTIGATOR,1965.0,Middle East and Africa,,2253.0,19.0,Yes ,>=0 to 5,0.0,1.0,0.0,3.0,12.0,3.0
5595,65812.0,CHIEF_INVESTIGATOR,1945.0,Australia,English,2253.0,19.0,Yes ,Less than 0,0.0,2.0,0.0,0.0,0.0,0.0
5596.0,64077.0,CHIEF_INVESTIGATOR,1945.0,Asia Pacific,,3073.0,31.0,Yes ,more than 15,2.0,1.0,3.0,4.0,0.0,0.0
5596,44737.0,CHIEF_INVESTIGATOR,1965.0,Australia,,3073.0,31.0,Yes ,>=0 to 5,0.0,1.0,0.0,0.0,0.0,0.0
5596,27527.0,CHIEF_INVESTIGATOR,1950.0,Australia,,3073.0,31.0,,>=0 to 5,1.0,1.0,1.0,5.0,3.0,7.0
5596,27352.0,CHIEF_INVESTIGATOR,1960.0,Great Britain,English,3073.0,31.0,Yes ,>5 to 10,1.0,1.0,0.0,1.0,14.0,2.0
5596,80057.0,CHIEF_INVESTIGATOR,1950.0,Australia,English,,31.0,Yes ,more than 15,0.0,2.0,0.0,0.0,2.0,2.0
5597.0,72722.0,CHIEF_INVESTIGATOR,1955.0,Australia,English,2103.0,19.0,Yes ,more than 15,0.0,1.0,2.0,2.0,3.0,4.0
5597,500332.0,CHIEF_INVESTIGATOR,1970.0,Asia Pacific,,3508.0,4.0,Yes ,>=0 to 5,1.0,6.0,0.0,0.0,0.0,0.0
5597,107987.0,CHIEF_INVESTIGATOR,1960.0,Australia,English,3508.0,4.0,Yes ,>=0 to 5,0.0,3.0,1.0,0.0,0.0,0.0
5597,763997.0,CHIEF_INVESTIGATOR,1970.0,Middle East and Africa,,3508.0,4.0,Yes ,>=0 to 5,1.0,0.0,1.0,2.0,0.0,1.0
5599.0,1222.0,CHIEF_INVESTIGATOR,1965.0,Western Europe,,3098.0,31.0,,,1.0,0.0,6.0,4.0,4.0,17.0
5600.0,1812.0,CHIEF_INVESTIGATOR,1955.0,Australia,,3048.0,31.0,Yes ,>10 to 15,2.0,2.0,6.0,3.0,1.0,1.0
5601.0,500012.0,CHIEF_INVESTIGATOR,1975.0,Australia,,1578.0,13.0,Yes ,,1.0,0.0,0.0,1.0,3.0,0.0
5601,662597.0,CHIEF_INVESTIGATOR,1970.0,Great Britain,,1578.0,13.0,Yes ,>=0 to 5,1.0,1.0,0.0,0.0,0.0,0.0
5601,74652.0,CHIEF_INVESTIGATOR,1960.0,,,,,,,0.0,0.0,6.0,15.0,20.0,0.0
5602.0,69517.0,PRINCIPAL_SUPERVISOR,1950.0,Australia,English,1258.0,34.0,Yes ,more than 15,1.0,3.0,8.0,6.0,10.0,46.0
5602,66672.0,CHIEF_INVESTIGATOR,1960.0,Australia,,1258.0,34.0,Yes ,more than 15,3.0,1.0,0.0,0.0,0.0,0.0
5603.0,686852.0,CHIEF_INVESTIGATOR,1970.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
5603,74487.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2603.0,25.0,,>10 to 15,1.0,1.0,0.0,0.0,0.0,0.0
5604.0,1582.0,CHIEF_INVESTIGATOR,1970.0,Australia,English,3048.0,31.0,,Less than 0,0.0,1.0,3.0,4.0,2.0,0.0
5605.0,112562.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2163.0,19.0,Yes ,>=0 to 5,1.0,1.0,0.0,0.0,1.0,0.0
5606.0,1937.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2153.0,19.0,Yes ,>5 to 10,0.0,1.0,5.0,12.0,0.0,0.0
5606,65437.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2153.0,19.0,Yes ,>10 to 15,0.0,0.0,0.0,0.0,0.0,0.0
5606,2002.0,CHIEF_INVESTIGATOR,1950.0,South Africa,,2178.0,19.0,Yes ,>10 to 15,1.0,1.0,1.0,3.0,13.0,1.0
5609.0,9067.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2538.0,25.0,Yes ,more than 15,4.0,5.0,15.0,16.0,6.0,3.0
5610.0,69657.0,CHIEF_INVESTIGATOR,1955.0,Great Britain,English,828.0,7.0,Yes ,more than 15,5.0,6.0,0.0,2.0,13.0,5.0
5611.0,137272.0,CHIEF_INVESTIGATOR,1965.0,Australia,,4193.0,58.0,,Less than 0,0.0,2.0,0.0,0.0,0.0,0.0
5612.0,66737.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2763.0,25.0,Yes ,>10 to 15,1.0,1.0,0.0,6.0,9.0,9.0
5612,68587.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2523.0,25.0,Yes ,>10 to 15,4.0,6.0,0.0,0.0,0.0,0.0
5612,63562.0,CHIEF_INVESTIGATOR,1940.0,Australia,,2523.0,25.0,,Less than 0,3.0,3.0,0.0,4.0,11.0,3.0
5613.0,39407.0,CHIEF_INVESTIGATOR,1980.0,Australia,,3248.0,31.0,,>5 to 10,1.0,6.0,0.0,0.0,2.0,0.0
5613,5222.0,CHIEF_INVESTIGATOR,1940.0,Australia,,3268.0,31.0,,Less than 0,0.0,6.0,3.0,4.0,7.0,0.0
5614.0,79462.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2603.0,25.0,,Less than 0,2.0,0.0,12.0,5.0,9.0,0.0
5615.0,147502.0,CHIEF_INVESTIGATOR,1970.0,Great Britain,English,2253.0,19.0,Yes ,>=0 to 5,1.0,6.0,0.0,5.0,7.0,1.0
5616.0,131877.0,CHIEF_INVESTIGATOR,1970.0,Australia,,653.0,7.0,Yes ,Less than 0,1.0,1.0,0.0,0.0,2.0,1.0
5617.0,86212.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2163.0,19.0,,Less than 0,2.0,3.0,1.0,1.0,0.0,0.0
5618.0,52337.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2153.0,19.0,Yes ,>=0 to 5,0.0,3.0,3.0,2.0,0.0,0.0
5620.0,5142.0,CHIEF_INVESTIGATOR,1960.0,Australia,,593.0,7.0,Yes ,>10 to 15,1.0,1.0,3.0,3.0,6.0,0.0
5621.0,65402.0,CHIEF_INVESTIGATOR,1960.0,Australia,,3198.0,31.0,,,1.0,1.0,84.0,22.0,15.0,0.0
5621,5092.0,CHIEF_INVESTIGATOR,1960.0,Australia,,3198.0,31.0,Yes ,>10 to 15,0.0,0.0,0.0,0.0,0.0,0.0
5622.0,2117.0,CHIEF_INVESTIGATOR,1970.0,Australia,English,653.0,7.0,Yes ,>5 to 10,1.0,0.0,1.0,5.0,0.0,1.0
5623.0,80457.0,DELEGATED_RESEARCHER,1940.0,Australia,,3268.0,31.0,,Less than 0,0.0,2.0,2.0,6.0,2.0,7.0
5624.0,27352.0,CHIEF_INVESTIGATOR,1960.0,Great Britain,English,3073.0,31.0,Yes ,>5 to 10,1.0,1.0,0.0,1.0,14.0,2.0
5624,32667.0,CHIEF_INVESTIGATOR,1965.0,Western Europe,,3073.0,31.0,Yes ,>5 to 10,0.0,3.0,0.0,0.0,0.0,0.0
5624,66877.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2163.0,19.0,,Less than 0,3.0,2.0,0.0,2.0,1.0,2.0
5625.0,63452.0,CHIEF_INVESTIGATOR,1950.0,Great Britain,,828.0,7.0,Yes ,more than 15,0.0,2.0,0.0,6.0,12.0,0.0
5626.0,117972.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2153.0,19.0,Yes ,>=0 to 5,0.0,0.0,1.0,3.0,0.0,0.0
5626,113027.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2153.0,19.0,Yes ,>=0 to 5,0.0,2.0,0.0,0.0,0.0,0.0
